"id","turn","role","turn_type"
"95",9,2,"Acknowledgement"
"95",10,1,"HedgedDisclosure"
"95",11,2,"Reflection"
"95",12,1,"Elaboration"
"95",13,2,"Acknowledgement"
"95",14,1,"Elaboration"
"95",15,2,"Question"
"95",16,1,"Elaboration"
"95",17,2,"Acknowledgement"
"95",18,1,"Elaboration"
"95",19,2,"Acknowledgement"
"95",20,1,"Question"
"95",21,2,"Reflection"
"95",22,1,"HedgedDisclosure"
"95",23,2,"Reflection"
"95",24,1,"Elaboration"
"95",25,2,"Acknowledgement"
"95",26,1,"Elaboration"
"95",27,2,"Reflection"
"95",28,1,"Elaboration"
"95",29,2,"Reflection"
"95",30,1,"Elaboration"
"95",31,2,"Elaboration"
"95",32,1,"Elaboration"
"95",33,2,"Reflection"
"95",34,1,"Elaboration"
"95",35,2,"HedgedDisclosure"
"95",36,1,"Elaboration"
"95",37,2,"Elaboration"
"95",38,1,"Elaboration"
"95",39,2,"Reflection"
"95",40,1,"Elaboration"
"95",41,2,"Acknowledgement"
"95",42,1,"Elaboration"
"95",43,2,"HedgedDisclosure"
"95",44,1,"Elaboration"
"95",45,2,"HedgedDisclosure"
"95",46,1,"Elaboration"
"95",47,2,"Acknowledgement"
"95",48,1,NA
"95",49,2,"Question"
"95",50,1,"Elaboration"
"95",51,2,"Elaboration"
"95",52,1,"Elaboration"
"95",53,2,"Acknowledgement"
"95",54,1,"Elaboration"
"95",55,2,"Acknowledgement"
"95",56,1,"Elaboration"
"95",57,2,"Acknowledgement"
"95",58,1,"Acknowledgement"
"95",59,2,"Question"
"95",60,1,"Elaboration"
"95",61,2,"Reflection"
"95",62,1,"Elaboration"
"95",63,2,"Question"
"95",64,1,"Elaboration"
"95",65,2,"Reflection"
"95",66,1,"Elaboration"
"95",67,2,"Question"
"95",68,1,"Elaboration"
"95",69,2,"Acknowledgement"
"95",70,1,"Elaboration"
"95",71,2,"Reflection"
"95",72,1,"Elaboration"
"95",73,2,"Reflection"
"95",74,1,"Elaboration"
"95",75,2,"Elaboration"
"95",76,1,"Acknowledgement"
"95",77,2,"Elaboration"
"95",78,1,"Elaboration"
"95",79,2,"Acknowledgement"
"95",80,1,"Elaboration"
"95",81,2,"Acknowledgement"
"95",82,1,"Elaboration"
"95",83,2,"Elaboration"
"95",84,1,"Elaboration"
"95",85,2,"Elaboration"
"95",86,1,"Elaboration"
"95",87,2,"Elaboration"
"95",88,1,"Question"
"95",89,2,"Elaboration"
"95",90,1,"Acknowledgement"
"95",91,2,"Question"
"95",92,1,"Elaboration"
"95",93,2,"Elaboration"
"95",94,1,"Elaboration"
"95",95,2,"Acknowledgement"
"95",96,1,"Elaboration"
"95",97,2,"Elaboration"
"95",98,1,"Elaboration"
"95",99,2,"Acknowledgement"
"95",100,1,"Acknowledgement"
"95",101,2,"Question"
"95",102,1,"Elaboration"
"95",103,2,"Reflection"
"95",104,1,"Elaboration"
"95",105,2,"Elaboration"
"95",106,1,"Elaboration"
"95",107,2,"Reflection"
"95",108,1,"Elaboration"
"95",109,2,"Acknowledgement"
"95",110,1,"Elaboration"
"95",111,2,"Elaboration"
"95",112,1,"Elaboration"
"95",113,2,"Reflection"
"95",114,1,"Elaboration"
"95",115,2,"Acknowledgement"
"95",116,1,"Elaboration"
"95",117,2,"Acknowledgement"
"95",118,1,"Elaboration"
"95",119,2,"Acknowledgement"
"95",120,1,"Elaboration"
"95",121,2,"Acknowledgement"
"95",122,1,"Elaboration"
"95",123,2,"Acknowledgement"
"95",124,1,"Question"
"95",125,2,"Acknowledgement"
"95",126,1,"Elaboration"
"95",127,2,"Acknowledgement"
"95",128,1,"Elaboration"
"95",129,2,"Acknowledgement"
"95",130,1,"Elaboration"
"95",131,2,"Reflection"
"95",132,1,"Elaboration"
"95",133,2,"Acknowledgement"
"95",134,1,"HedgedDisclosure"
"95",135,2,"Reflection"
"95",136,1,"Elaboration"
"95",137,2,"Acknowledgement"
"95",138,1,"Elaboration"
"95",139,2,"Reflection"
"95",140,1,"Acknowledgement"
"95",141,2,"Reflection"
"95",142,1,"Elaboration"
"95",143,2,"Reflection"
"95",144,1,"Elaboration"
"95",145,2,"Elaboration"
"95",146,1,"Elaboration"
"95",147,2,"Reflection"
"98",1,1,"Elaboration"
"98",2,2,"Acknowledgement"
"98",3,1,"Elaboration"
"98",4,2,"Acknowledgement"
"98",5,1,"HedgedDisclosure"
"98",6,2,"Acknowledgement"
"98",7,1,"Elaboration"
"98",8,2,"Acknowledgement"
"98",9,1,"Elaboration"
"98",10,2,"Acknowledgement"
"98",11,1,"Elaboration"
"98",12,2,"Acknowledgement"
"98",13,1,"Elaboration"
"98",14,2,"Acknowledgement"
"98",15,1,"Elaboration"
"98",16,2,"Acknowledgement"
"98",17,1,"Elaboration"
"98",18,2,"Reflection"
"98",19,1,"Elaboration"
"98",20,2,"Acknowledgement"
"98",21,1,"Elaboration"
"98",22,2,"Acknowledgement"
"98",23,1,"Elaboration"
"98",24,2,"Acknowledgement"
"98",25,1,"Elaboration"
"98",26,2,"Elaboration"
"98",27,1,"Elaboration"
"98",28,2,"Acknowledgement"
"98",29,1,"HedgedDisclosure"
"98",30,2,"Acknowledgement"
"98",31,1,"Elaboration"
"98",32,2,"Acknowledgement"
"98",33,1,"Elaboration"
"98",34,2,"Acknowledgement"
"98",35,1,"Elaboration"
"98",36,2,"Acknowledgement"
"98",37,1,"Elaboration"
"98",38,2,"Acknowledgement"
"98",39,1,"HedgedDisclosure"
"98",40,2,"Acknowledgement"
"98",41,1,"Elaboration"
"98",42,2,"Reflection"
"98",43,1,"Elaboration"
"98",44,2,"Acknowledgement"
"98",45,1,"Elaboration"
"98",46,2,"Reflection"
"98",47,1,"Elaboration"
"98",48,2,"Acknowledgement"
"98",49,1,"Elaboration"
"98",50,2,"Acknowledgement"
"98",51,1,"Elaboration"
"98",52,2,"Acknowledgement"
"98",53,1,"HedgedDisclosure"
"98",54,2,"Reflection"
"98",55,1,"Elaboration"
"98",56,2,"Acknowledgement"
"98",57,1,"Elaboration"
"98",58,2,"HedgedDisclosure"
"98",59,1,"HedgedDisclosure"
"98",60,2,"Acknowledgement"
"98",61,1,"HedgedDisclosure"
"98",62,2,"Acknowledgement"
"98",63,1,"Elaboration"
"98",64,2,"Acknowledgement"
"98",65,1,"Elaboration"
"98",66,2,"Acknowledgement"
"98",67,1,NA
"98",68,2,"Reflection"
"98",69,1,"Elaboration"
"98",70,2,"HedgedDisclosure"
"98",71,1,"Elaboration"
"98",72,2,"Acknowledgement"
"98",73,1,"Elaboration"
"98",74,2,"Acknowledgement"
"98",75,1,"Elaboration"
"98",76,2,"Reflection"
"98",77,1,"Elaboration"
"98",78,2,"Acknowledgement"
"98",79,1,"HedgedDisclosure"
"98",80,2,"Reflection"
"98",81,1,"HedgedDisclosure"
"98",82,2,"Acknowledgement"
"98",83,1,"Elaboration"
"98",84,2,"HedgedDisclosure"
